"id","description","last_updated"
"1752620","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752621","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752622","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752623","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752624","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752625","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752626","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752627","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752628","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752629","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752630","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752631","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752632","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752633","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752634","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752635","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752636","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752637","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752638","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752639","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752640","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752641","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752642","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752643","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752644","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","2021-04-23"
"1752645","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752646","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752647","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752648","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752649","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752650","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752651","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752652","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752653","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752654","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752655","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752656","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752657","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752658","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752659","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752660","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752661","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752662","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752663","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752664","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752665","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752666","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752667","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752668","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752669","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752670","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752671","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752672","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752673","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752674","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752675","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752676","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752677","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752678","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752679","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752680","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752681","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752682","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752683","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752684","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752685","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752686","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752687","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752688","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752689","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752690","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752691","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752692","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752693","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752694","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752695","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752696","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752697","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752698","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752699","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752700","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752701","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752702","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752703","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752704","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752705","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752706","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752707","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752708","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752709","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752710","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752711","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752712","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752713","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752714","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752715","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752716","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752717","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752718","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752719","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752720","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752721","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752722","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752723","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752724","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752725","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752726","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752727","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752728","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752729","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752730","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752731","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752732","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752733","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752734","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752735","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752736","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752737","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752738","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752739","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752740","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752741","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752742","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752743","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752744","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752745","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752746","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752747","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752748","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752749","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752750","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752751","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752752","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752753","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752754","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752755","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752756","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752757","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752758","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752759","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752760","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752761","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752762","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752763","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752764","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752765","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752766","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752767","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752768","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752769","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752770","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752771","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752772","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752773","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752774","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752775","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752776","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752777","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752778","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752779","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752780","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752781","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752782","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752783","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752784","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752785","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752786","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752787","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752788","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752789","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752790","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752791","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752792","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752793","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752794","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752795","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752796","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752797","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752798","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752799","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752800","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752801","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752802","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752803","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752804","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752805","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752806","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752807","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752808","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752809","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752810","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752811","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752812","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752813","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752814","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752815","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752816","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752817","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752818","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752819","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752820","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752821","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752822","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752823","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752824","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752825","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752826","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752827","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752828","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752829","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752830","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752831","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752832","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752833","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752834","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752835","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752836","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752837","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752838","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752839","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752840","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752841","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752842","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752843","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752844","APPLES, RED DELICIOUS, WITH SKIN, RAW","2021-04-23"
"1752845","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752846","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752847","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752848","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752849","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752850","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752851","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752852","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752853","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752854","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752855","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752856","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752857","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752858","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752859","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752860","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752861","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752862","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752863","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752864","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752865","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752866","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752867","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752868","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752869","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752870","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752871","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752872","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752873","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752874","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752875","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752876","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752877","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752878","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752879","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752880","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752881","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752882","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752883","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752884","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752885","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752886","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752887","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752888","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752889","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752890","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752891","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752892","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752893","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752894","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752895","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752896","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752897","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752898","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752899","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752900","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752901","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752902","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752903","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752904","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752905","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752906","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752907","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752908","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752909","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752910","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752911","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752912","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752913","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752914","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752915","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752916","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752917","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752918","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752919","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752920","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752921","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752922","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752923","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752924","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752925","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752926","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752927","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752928","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752929","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752930","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752931","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752932","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752933","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752934","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752935","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752936","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752937","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752938","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752939","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752940","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752941","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752942","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752943","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752944","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752945","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752946","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752947","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752948","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752949","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752950","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752951","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752952","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752953","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752954","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752955","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752956","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752957","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752958","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752959","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752960","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752961","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752962","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752963","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752964","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752965","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752966","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752967","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752968","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752969","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752970","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752971","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752972","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752973","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752974","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752975","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752976","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752977","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752978","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752979","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752980","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752981","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752982","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
"1752983","APPLES, FUJI, WITH SKIN, RAW","2021-04-23"
